Time,com.sun.proxy.$Proxy44 Data
0,1230
1,2550
2,2550
3,2550
4,2550
5,2550
6,2550
7,2550
8,2550
9,2550
10,2550
11,2550
12,2550
13,2550
14,2550
15,2550
16,2550
17,2550
18,2550
19,2550
20,2550
21,2550
22,2550
23,2550
24,2550
25,2550
26,2550
27,2550
28,2550
29,2550
30,2550
31,2550
32,2550
33,2550
34,2550
35,2550
36,2550
37,2550
38,2550
39,2550
40,2550
41,2550
42,2550
43,2550
44,2550
45,2550
46,2550
47,2550
48,2550
49,2550
50,2550
51,2550
52,2550
53,2550
54,2550
55,2550
56,2550
57,2550
58,2550
59,2550
60,2550
61,2550
62,2550
63,2550
64,2550
65,2550
66,2550
67,2550
68,2550
69,2550
70,2550
71,2550
72,2550
73,2550
74,2550
75,2550
76,2550
77,2550
78,2550
79,2550
80,2550
81,2550
82,2550
83,2550
84,2550
85,2550
86,2550
87,2550
88,2550
89,2550
90,2550
91,2550
92,2550
93,2550
94,2550
95,2550
96,2550
97,2550
98,2550
99,2550
100,2550
101,2550
102,2550
103,2550
104,2550
105,2550
106,2550
107,2550
108,2550
109,2550
110,2550
111,2550
112,2550
113,2550
114,2550
115,2550
116,2550
117,2550
118,2550
119,2550
120,2550
121,2550
122,2550
123,2550
124,2550
125,2550
126,2550
127,2550
128,2550
129,2550
130,2550
131,2550
132,2550
133,2550
134,2550
135,2550
136,2550
137,2550
138,2550
139,2550
140,2550
141,2550
142,2550
143,2550
144,2550
145,2550
146,2550
147,2550
148,2550
149,2550
150,2550
151,2550
152,2550
153,2550
154,2550
155,2550
156,2550
157,2550
158,2550
159,2550
160,2550
161,2550
162,2550
163,2550
164,2550
165,2550
166,2550
167,2550
168,2550
169,2550
170,2550
171,2550
172,2550
173,2550
174,2550
175,2550
176,2550
177,2550
178,2550
179,2550
180,2550
181,2550
182,2550
183,2550
184,2550
185,2550
186,2550
187,2550
188,2550
189,2550
190,2550
191,2550
192,2550
193,2550
194,2550
195,2550
196,2550
197,2550
198,2550
199,2550
200,2550
201,2550
202,2550
203,2550
204,2550
205,2550
